Passenger_Name__c,Title__c,Survived__c,Travel_Class__c,Sex__c,Age__c,Age_Group__c,Port_of_Embarkation__c,Fare__c,Fare_Category__c,Deck__c,Cabin__c,Ticket_Number__c,Siblings_Spouses__c,Parents_Children__c,Family_Group__c,Had_Lifeboat__c,Lifeboat__c,Home_Destination__c
"Laleff, Mr. Kristo",Mr,No,Third,Male,,Unknown,Southampton,7.8958,Budget,Unknown,,349217,0,0,Solo,No,,
"Lam, Mr. Ali",Mr,Yes,Third,Male,,Unknown,Southampton,56.4958,Premium,Unknown,,1601,0,0,Solo,Yes,C,
"Lam, Mr. Len",Mr,No,Third,Male,,Unknown,Southampton,56.4958,Premium,Unknown,,1601,0,0,Solo,No,,
"Landergren, Miss. Aurora Adelia",Miss,Yes,Third,Female,22,Young Adult,Southampton,7.2500,Budget,Unknown,,C 7077,0,0,Solo,Yes,13,
"Lane, Mr. Patrick",Mr,No,Third,Male,,Unknown,Queenstown,7.7500,Budget,Unknown,,7935,0,0,Solo,No,,
"Lang, Mr. Fang",Mr,Yes,Third,Male,26,Young Adult,Southampton,56.4958,Premium,Unknown,,1601,0,0,Solo,Yes,14,
"Larsson, Mr. August Viktor",Mr,No,Third,Male,29,Young Adult,Southampton,9.4833,Budget,Unknown,,7545,0,0,Solo,No,,
"Larsson, Mr. Bengt Edvin",Mr,No,Third,Male,29,Young Adult,Southampton,7.7750,Budget,Unknown,,347067,0,0,Solo,No,,
"Larsson-Rondberg, Mr. Edvard A",Mr,No,Third,Male,22,Young Adult,Southampton,7.7750,Budget,Unknown,,347065,0,0,Solo,No,,
"Leeni, Mr. Fahim (""Philip Zenni"")",Mr,Yes,Third,Male,22,Young Adult,Cherbourg,7.2250,Budget,Unknown,,2620,0,0,Solo,Yes,6,
"Lefebre, Master. Henry Forbes",Master,No,Third,Male,,Unknown,Southampton,25.4667,Standard,Unknown,,4133,3,1,Large Family,No,,
"Lefebre, Miss. Ida",Miss,No,Third,Female,,Unknown,Southampton,25.4667,Standard,Unknown,,4133,3,1,Large Family,No,,
"Lefebre, Miss. Jeannie",Miss,No,Third,Female,,Unknown,Southampton,25.4667,Standard,Unknown,,4133,3,1,Large Family,No,,
"Lefebre, Miss. Mathilde",Miss,No,Third,Female,,Unknown,Southampton,25.4667,Standard,Unknown,,4133,3,1,Large Family,No,,
"Lefebre, Mrs. Frank (Frances)",Mrs,No,Third,Female,,Unknown,Southampton,25.4667,Standard,Unknown,,4133,0,4,Large Family,No,,
"Leinonen, Mr. Antti Gustaf",Mr,No,Third,Male,32,Young Adult,Southampton,7.9250,Budget,Unknown,,STON/O 2. 3101292,0,0,Solo,No,,
"Lemberopolous, Mr. Peter L",Mr,No,Third,Male,34.5,Young Adult,Cherbourg,6.4375,Budget,Unknown,,2683,0,0,Solo,No,,
"Lennon, Miss. Mary",Miss,No,Third,Female,,Unknown,Queenstown,15.5000,Standard,Unknown,,370371,1,0,Small Family,No,,
"Lennon, Mr. Denis",Mr,No,Third,Male,,Unknown,Queenstown,15.5000,Standard,Unknown,,370371,1,0,Small Family,No,,
"Leonard, Mr. Lionel",Mr,No,Third,Male,36,Middle Aged,Southampton,0.0000,Budget,Unknown,,LINE,0,0,Solo,No,,
"Lester, Mr. James",Mr,No,Third,Male,39,Middle Aged,Southampton,24.1500,Standard,Unknown,,A/4 48871,0,0,Solo,No,,
"Lievens, Mr. Rene Aime",Mr,No,Third,Male,24,Young Adult,Southampton,9.5000,Budget,Unknown,,345781,0,0,Solo,No,,
"Lindahl, Miss. Agda Thorilda Viktoria",Miss,No,Third,Female,25,Young Adult,Southampton,7.7750,Budget,Unknown,,347071,0,0,Solo,No,,
"Lindblom, Miss. Augusta Charlotta",Miss,No,Third,Female,45,Middle Aged,Southampton,7.7500,Budget,Unknown,,347073,0,0,Solo,No,,
"Lindell, Mr. Edvard Bengtsson",Mr,No,Third,Male,36,Middle Aged,Southampton,15.5500,Standard,Unknown,,349910,1,0,Small Family,Yes,A,
"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",Mrs,No,Third,Female,30,Young Adult,Southampton,15.5500,Standard,Unknown,,349910,1,0,Small Family,Yes,A,
"Lindqvist, Mr. Eino William",Mr,Yes,Third,Male,20,Young Adult,Southampton,7.9250,Budget,Unknown,,STON/O 2. 3101285,1,0,Small Family,Yes,15,
"Linehan, Mr. Michael",Mr,No,Third,Male,,Unknown,Queenstown,7.8792,Budget,Unknown,,330971,0,0,Solo,No,,
"Ling, Mr. Lee",Mr,No,Third,Male,28,Young Adult,Southampton,56.4958,Premium,Unknown,,1601,0,0,Solo,No,,
"Lithman, Mr. Simon",Mr,No,Third,Male,,Unknown,Southampton,7.5500,Budget,Unknown,,S.O./P.P. 251,0,0,Solo,No,,
"Lobb, Mr. William Arthur",Mr,No,Third,Male,30,Young Adult,Southampton,16.1000,Standard,Unknown,,A/5. 3336,1,0,Small Family,No,,
"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",Mrs,No,Third,Female,26,Young Adult,Southampton,16.1000,Standard,Unknown,,A/5. 3336,1,0,Small Family,No,,
"Lockyer, Mr. Edward",Mr,No,Third,Male,,Unknown,Southampton,7.8792,Budget,Unknown,,1222,0,0,Solo,No,,
"Lovell, Mr. John Hall (""Henry"")",Mr,No,Third,Male,20.5,Young Adult,Southampton,7.2500,Budget,Unknown,,A/5 21173,0,0,Solo,No,,
"Lulic, Mr. Nikola",Mr,Yes,Third,Male,27,Young Adult,Southampton,8.6625,Budget,Unknown,,315098,0,0,Solo,Yes,15,
"Lundahl, Mr. Johan Svensson",Mr,No,Third,Male,51,Middle Aged,Southampton,7.0542,Budget,Unknown,,347743,0,0,Solo,No,,
"Lundin, Miss. Olga Elida",Miss,Yes,Third,Female,23,Young Adult,Southampton,7.8542,Budget,Unknown,,347469,0,0,Solo,Yes,10,
"Lundstrom, Mr. Thure Edvin",Mr,Yes,Third,Male,32,Young Adult,Southampton,7.5792,Budget,Unknown,,350403,0,0,Solo,Yes,15,
"Lyntakoff, Mr. Stanko",Mr,No,Third,Male,,Unknown,Southampton,7.8958,Budget,Unknown,,349235,0,0,Solo,No,,
"MacKay, Mr. George William",Mr,No,Third,Male,,Unknown,Southampton,7.5500,Budget,Unknown,,C.A. 42795,0,0,Solo,No,,
"Madigan, Miss. Margaret ""Maggie""",Miss,Yes,Third,Female,,Unknown,Queenstown,7.7500,Budget,Unknown,,370370,0,0,Solo,Yes,15,
"Madsen, Mr. Fridtjof Arne",Mr,Yes,Third,Male,24,Young Adult,Southampton,7.1417,Budget,Unknown,,C 17369,0,0,Solo,Yes,13,
"Maenpaa, Mr. Matti Alexanteri",Mr,No,Third,Male,22,Young Adult,Southampton,7.1250,Budget,Unknown,,STON/O 2. 3101275,0,0,Solo,No,,
"Mahon, Miss. Bridget Delia",Miss,No,Third,Female,,Unknown,Queenstown,7.8792,Budget,Unknown,,330924,0,0,Solo,No,,
"Mahon, Mr. John",Mr,No,Third,Male,,Unknown,Queenstown,7.7500,Budget,Unknown,,AQ/4 3130,0,0,Solo,No,,
"Maisner, Mr. Simon",Mr,No,Third,Male,,Unknown,Southampton,8.0500,Budget,Unknown,,A/S 2816,0,0,Solo,No,,
"Makinen, Mr. Kalle Edvard",Mr,No,Third,Male,29,Young Adult,Southampton,7.9250,Budget,Unknown,,STON/O 2. 3101268,0,0,Solo,No,,
"Mamee, Mr. Hanna",Mr,Yes,Third,Male,,Unknown,Cherbourg,7.2292,Budget,Unknown,,2677,0,0,Solo,Yes,15,
"Mangan, Miss. Mary",Miss,No,Third,Female,30.5,Young Adult,Queenstown,7.7500,Budget,Unknown,,364850,0,0,Solo,No,,
"Mannion, Miss. Margareth",Miss,Yes,Third,Female,,Unknown,Queenstown,7.7375,Budget,Unknown,,36866,0,0,Solo,Yes,16,
"Mardirosian, Mr. Sarkis",Mr,No,Third,Male,,Unknown,Cherbourg,7.2292,Budget,F,F E46,2655,0,0,Solo,No,,
"Markoff, Mr. Marin",Mr,No,Third,Male,35,Young Adult,Cherbourg,7.8958,Budget,Unknown,,349213,0,0,Solo,No,,
"Markun, Mr. Johann",Mr,No,Third,Male,33,Young Adult,Southampton,7.8958,Budget,Unknown,,349257,0,0,Solo,No,,
"Masselmani, Mrs. Fatima",Mrs,Yes,Third,Female,,Unknown,Cherbourg,7.2250,Budget,Unknown,,2649,0,0,Solo,Yes,C,
"Matinoff, Mr. Nicola",Mr,No,Third,Male,,Unknown,Cherbourg,7.8958,Budget,Unknown,,349255,0,0,Solo,No,,
"McCarthy, Miss. Catherine ""Katie""",Miss,Yes,Third,Female,,Unknown,Queenstown,7.7500,Budget,Unknown,,383123,0,0,Solo,Yes,15 16,
"McCormack, Mr. Thomas Joseph",Mr,Yes,Third,Male,,Unknown,Queenstown,7.7500,Budget,Unknown,,367228,0,0,Solo,No,,
"McCoy, Miss. Agnes",Miss,Yes,Third,Female,,Unknown,Queenstown,23.2500,Standard,Unknown,,367226,2,0,Small Family,Yes,16,
"McCoy, Miss. Alicia",Miss,Yes,Third,Female,,Unknown,Queenstown,23.2500,Standard,Unknown,,367226,2,0,Small Family,Yes,16,
"McCoy, Mr. Bernard",Mr,Yes,Third,Male,,Unknown,Queenstown,23.2500,Standard,Unknown,,367226,2,0,Small Family,Yes,16,
"McDermott, Miss. Brigdet Delia",Miss,Yes,Third,Female,,Unknown,Queenstown,7.7875,Budget,Unknown,,330932,0,0,Solo,Yes,13,
"McEvoy, Mr. Michael",Mr,No,Third,Male,,Unknown,Queenstown,15.5000,Standard,Unknown,,36568,0,0,Solo,No,,
"McGovern, Miss. Mary",Miss,Yes,Third,Female,,Unknown,Queenstown,7.8792,Budget,Unknown,,330931,0,0,Solo,Yes,13,
"McGowan, Miss. Anna ""Annie""",Miss,Yes,Third,Female,15,Teen,Queenstown,8.0292,Budget,Unknown,,330923,0,0,Solo,No,,
"McGowan, Miss. Katherine",Miss,No,Third,Female,35,Young Adult,Queenstown,7.7500,Budget,Unknown,,9232,0,0,Solo,No,,
"McMahon, Mr. Martin",Mr,No,Third,Male,,Unknown,Queenstown,7.7500,Budget,Unknown,,370372,0,0,Solo,No,,
"McNamee, Mr. Neal",Mr,No,Third,Male,24,Young Adult,Southampton,16.1000,Standard,Unknown,,376566,1,0,Small Family,No,,
"McNamee, Mrs. Neal (Eileen O'Leary)",Mrs,No,Third,Female,19,Teen,Southampton,16.1000,Standard,Unknown,,376566,1,0,Small Family,No,,
"McNeill, Miss. Bridget",Miss,No,Third,Female,,Unknown,Queenstown,7.7500,Budget,Unknown,,370368,0,0,Solo,No,,
"Meanwell, Miss. (Marion Ogden)",Miss,No,Third,Female,,Unknown,Southampton,8.0500,Budget,Unknown,,SOTON/O.Q. 392087,0,0,Solo,No,,
"Meek, Mrs. Thomas (Annie Louise Rowley)",Mrs,No,Third,Female,,Unknown,Southampton,8.0500,Budget,Unknown,,343095,0,0,Solo,No,,
"Meo, Mr. Alfonzo",Mr,No,Third,Male,55.5,Senior,Southampton,8.0500,Budget,Unknown,,A.5. 11206,0,0,Solo,No,,
"Mernagh, Mr. Robert",Mr,No,Third,Male,,Unknown,Queenstown,7.7500,Budget,Unknown,,368703,0,0,Solo,No,,
"Midtsjo, Mr. Karl Albert",Mr,Yes,Third,Male,21,Young Adult,Southampton,7.7750,Budget,Unknown,,345501,0,0,Solo,Yes,15,
"Miles, Mr. Frank",Mr,No,Third,Male,,Unknown,Southampton,8.0500,Budget,Unknown,,359306,0,0,Solo,No,,
"Mineff, Mr. Ivan",Mr,No,Third,Male,24,Young Adult,Southampton,7.8958,Budget,Unknown,,349233,0,0,Solo,No,,
"Minkoff, Mr. Lazar",Mr,No,Third,Male,21,Young Adult,Southampton,7.8958,Budget,Unknown,,349211,0,0,Solo,No,,
"Mionoff, Mr. Stoytcho",Mr,No,Third,Male,28,Young Adult,Southampton,7.8958,Budget,Unknown,,349207,0,0,Solo,No,,
"Mitkoff, Mr. Mito",Mr,No,Third,Male,,Unknown,Southampton,7.8958,Budget,Unknown,,349221,0,0,Solo,No,,
"Mockler, Miss. Helen Mary ""Ellie""",Miss,Yes,Third,Female,,Unknown,Queenstown,7.8792,Budget,Unknown,,330980,0,0,Solo,Yes,16,
"Moen, Mr. Sigurd Hansen",Mr,No,Third,Male,25,Young Adult,Southampton,7.6500,Budget,F,F G73,348123,0,0,Solo,No,,
"Moor, Master. Meier",Master,Yes,Third,Male,6,Child,Southampton,12.4750,Standard,E,E121,392096,0,1,Small Family,Yes,14,
"Moor, Mrs. (Beila)",Mrs,Yes,Third,Female,27,Young Adult,Southampton,12.4750,Standard,E,E121,392096,0,1,Small Family,Yes,14,
"Moore, Mr. Leonard Charles",Mr,No,Third,Male,,Unknown,Southampton,8.0500,Budget,Unknown,,A4. 54510,0,0,Solo,No,,
"Moran, Miss. Bertha",Miss,Yes,Third,Female,,Unknown,Queenstown,24.1500,Standard,Unknown,,371110,1,0,Small Family,Yes,16,
"Moran, Mr. Daniel J",Mr,No,Third,Male,,Unknown,Queenstown,24.1500,Standard,Unknown,,371110,1,0,Small Family,No,,
"Moran, Mr. James",Mr,No,Third,Male,,Unknown,Queenstown,8.4583,Budget,Unknown,,330877,0,0,Solo,No,,
"Morley, Mr. William",Mr,No,Third,Male,34,Young Adult,Southampton,8.0500,Budget,Unknown,,364506,0,0,Solo,No,,
"Morrow, Mr. Thomas Rowan",Mr,No,Third,Male,,Unknown,Queenstown,7.7500,Budget,Unknown,,372622,0,0,Solo,No,,
"Moss, Mr. Albert Johan",Mr,Yes,Third,Male,,Unknown,Southampton,7.7750,Budget,Unknown,,312991,0,0,Solo,Yes,B,
"Moubarek, Master. Gerios",Master,Yes,Third,Male,,Unknown,Cherbourg,15.2458,Standard,Unknown,,2661,1,1,Small Family,Yes,C,
"Moubarek, Master. Halim Gonios (""William George"")",Master,Yes,Third,Male,,Unknown,Cherbourg,15.2458,Standard,Unknown,,2661,1,1,Small Family,Yes,C,
"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)",Mrs,Yes,Third,Female,,Unknown,Cherbourg,15.2458,Standard,Unknown,,2661,0,2,Small Family,Yes,C,
"Moussa, Mrs. (Mantoura Boulos)",Mrs,Yes,Third,Female,,Unknown,Cherbourg,7.2292,Budget,Unknown,,2626,0,0,Solo,No,,
"Moutal, Mr. Rahamin Haim",Mr,No,Third,Male,,Unknown,Southampton,8.0500,Budget,Unknown,,374746,0,0,Solo,No,,
"Mullens, Miss. Katherine ""Katie""",Miss,Yes,Third,Female,,Unknown,Queenstown,7.7333,Budget,Unknown,,35852,0,0,Solo,Yes,16,
"Mulvihill, Miss. Bertha E",Miss,Yes,Third,Female,24,Young Adult,Queenstown,7.7500,Budget,Unknown,,382653,0,0,Solo,Yes,15,
"Murdlin, Mr. Joseph",Mr,No,Third,Male,,Unknown,Southampton,8.0500,Budget,Unknown,,A./5. 3235,0,0,Solo,No,,
"Murphy, Miss. Katherine ""Kate""",Miss,Yes,Third,Female,,Unknown,Queenstown,15.5000,Standard,Unknown,,367230,1,0,Small Family,Yes,16,
"Murphy, Miss. Margaret Jane",Miss,Yes,Third,Female,,Unknown,Queenstown,15.5000,Standard,Unknown,,367230,1,0,Small Family,Yes,16,
"Murphy, Miss. Nora",Miss,Yes,Third,Female,,Unknown,Queenstown,15.5000,Standard,Unknown,,36568,0,0,Solo,Yes,16,
"Myhrman, Mr. Pehr Fabian Oliver Malkolm",Mr,No,Third,Male,18,Teen,Southampton,7.7500,Budget,Unknown,,347078,0,0,Solo,No,,
"Naidenoff, Mr. Penko",Mr,No,Third,Male,22,Young Adult,Southampton,7.8958,Budget,Unknown,,349206,0,0,Solo,No,,
"Najib, Miss. Adele Kiamie ""Jane""",Miss,Yes,Third,Female,15,Teen,Cherbourg,7.2250,Budget,Unknown,,2667,0,0,Solo,Yes,C,
"Nakid, Miss. Maria (""Mary"")",Miss,Yes,Third,Female,1,Child,Cherbourg,15.7417,Standard,Unknown,,2653,0,2,Small Family,Yes,C,
"Nakid, Mr. Sahid",Mr,Yes,Third,Male,20,Young Adult,Cherbourg,15.7417,Standard,Unknown,,2653,1,1,Small Family,Yes,C,
"Nakid, Mrs. Said (Waika ""Mary"" Mowad)",Mrs,Yes,Third,Female,19,Teen,Cherbourg,15.7417,Standard,Unknown,,2653,1,1,Small Family,Yes,C,
"Nancarrow, Mr. William Henry",Mr,No,Third,Male,33,Young Adult,Southampton,8.0500,Budget,Unknown,,A./5. 3338,0,0,Solo,No,,
"Nankoff, Mr. Minko",Mr,No,Third,Male,,Unknown,Southampton,7.8958,Budget,Unknown,,349218,0,0,Solo,No,,
"Nasr, Mr. Mustafa",Mr,No,Third,Male,,Unknown,Cherbourg,7.2292,Budget,Unknown,,2652,0,0,Solo,No,,
"Naughton, Miss. Hannah",Miss,No,Third,Female,,Unknown,Queenstown,7.7500,Budget,Unknown,,365237,0,0,Solo,No,,
"Nenkoff, Mr. Christo",Mr,No,Third,Male,,Unknown,Southampton,7.8958,Budget,Unknown,,349234,0,0,Solo,No,,
"Nicola-Yarred, Master. Elias",Master,Yes,Third,Male,12,Child,Cherbourg,11.2417,Standard,Unknown,,2651,1,0,Small Family,Yes,C,
"Nicola-Yarred, Miss. Jamila",Miss,Yes,Third,Female,14,Teen,Cherbourg,11.2417,Standard,Unknown,,2651,1,0,Small Family,Yes,C,
"Nieminen, Miss. Manta Josefina",Miss,No,Third,Female,29,Young Adult,Southampton,7.9250,Budget,Unknown,,3101297,0,0,Solo,No,,
"Niklasson, Mr. Samuel",Mr,No,Third,Male,28,Young Adult,Southampton,8.0500,Budget,Unknown,,363611,0,0,Solo,No,,
"Nilsson, Miss. Berta Olivia",Miss,Yes,Third,Female,18,Teen,Southampton,7.7750,Budget,Unknown,,347066,0,0,Solo,Yes,D,
"Nilsson, Miss. Helmina Josefina",Miss,Yes,Third,Female,26,Young Adult,Southampton,7.8542,Budget,Unknown,,347470,0,0,Solo,Yes,13,
"Nilsson, Mr. August Ferdinand",Mr,No,Third,Male,21,Young Adult,Southampton,7.8542,Budget,Unknown,,350410,0,0,Solo,No,,
"Nirva, Mr. Iisakki Antino Aijo",Mr,No,Third,Male,41,Middle Aged,Southampton,7.1250,Budget,Unknown,,SOTON/O2 3101272,0,0,Solo,No,,"Finland Sudbury, ON"
"Niskanen, Mr. Juha",Mr,Yes,Third,Male,39,Middle Aged,Southampton,7.9250,Budget,Unknown,,STON/O 2. 3101289,0,0,Solo,Yes,9,
"Nosworthy, Mr. Richard Cater",Mr,No,Third,Male,21,Young Adult,Southampton,7.8000,Budget,Unknown,,A/4. 39886,0,0,Solo,No,,
"Novel, Mr. Mansouer",Mr,No,Third,Male,28.5,Young Adult,Cherbourg,7.2292,Budget,Unknown,,2697,0,0,Solo,No,,
"Nysten, Miss. Anna Sofia",Miss,Yes,Third,Female,22,Young Adult,Southampton,7.7500,Budget,Unknown,,347081,0,0,Solo,Yes,13,
"Nysveen, Mr. Johan Hansen",Mr,No,Third,Male,61,Senior,Southampton,6.2375,Budget,Unknown,,345364,0,0,Solo,No,,
"O'Brien, Mr. Thomas",Mr,No,Third,Male,,Unknown,Queenstown,15.5000,Standard,Unknown,,370365,1,0,Small Family,No,,
"O'Brien, Mr. Timothy",Mr,No,Third,Male,,Unknown,Queenstown,7.8292,Budget,Unknown,,330979,0,0,Solo,No,,
"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",Mrs,Yes,Third,Female,,Unknown,Queenstown,15.5000,Standard,Unknown,,370365,1,0,Small Family,No,,
"O'Connell, Mr. Patrick D",Mr,No,Third,Male,,Unknown,Queenstown,7.7333,Budget,Unknown,,334912,0,0,Solo,No,,
"O'Connor, Mr. Maurice",Mr,No,Third,Male,,Unknown,Queenstown,7.7500,Budget,Unknown,,371060,0,0,Solo,No,,
"O'Connor, Mr. Patrick",Mr,No,Third,Male,,Unknown,Queenstown,7.7500,Budget,Unknown,,366713,0,0,Solo,No,,
"Odahl, Mr. Nils Martin",Mr,No,Third,Male,23,Young Adult,Southampton,9.2250,Budget,Unknown,,7267,0,0,Solo,No,,
"O'Donoghue, Ms. Bridget",Miss,No,Third,Female,,Unknown,Queenstown,7.7500,Budget,Unknown,,364856,0,0,Solo,No,,
"O'Driscoll, Miss. Bridget",Miss,Yes,Third,Female,,Unknown,Queenstown,7.7500,Budget,Unknown,,14311,0,0,Solo,Yes,D,
"O'Dwyer, Miss. Ellen ""Nellie""",Miss,Yes,Third,Female,,Unknown,Queenstown,7.8792,Budget,Unknown,,330959,0,0,Solo,No,,
"Ohman, Miss. Velin",Miss,Yes,Third,Female,22,Young Adult,Southampton,7.7750,Budget,Unknown,,347085,0,0,Solo,Yes,C,
"O'Keefe, Mr. Patrick",Mr,Yes,Third,Male,,Unknown,Queenstown,7.7500,Budget,Unknown,,368402,0,0,Solo,Yes,B,
"O'Leary, Miss. Hanora ""Norah""",Miss,Yes,Third,Female,,Unknown,Queenstown,7.8292,Budget,Unknown,,330919,0,0,Solo,Yes,13,
"Olsen, Master. Artur Karl",Master,Yes,Third,Male,9,Child,Southampton,3.1708,Budget,Unknown,,C 17368,0,1,Small Family,Yes,13,
"Olsen, Mr. Henry Margido",Mr,No,Third,Male,28,Young Adult,Southampton,22.5250,Standard,Unknown,,C 4001,0,0,Solo,No,,
"Olsen, Mr. Karl Siegwart Andreas",Mr,No,Third,Male,42,Middle Aged,Southampton,8.4042,Budget,Unknown,,4579,0,1,Small Family,No,,
"Olsen, Mr. Ole Martin",Mr,No,Third,Male,,Unknown,Southampton,7.3125,Budget,Unknown,,Fa 265302,0,0,Solo,No,,
"Olsson, Miss. Elina",Miss,No,Third,Female,31,Young Adult,Southampton,7.8542,Budget,Unknown,,350407,0,0,Solo,No,,
"Olsson, Mr. Nils Johan Goransson",Mr,No,Third,Male,28,Young Adult,Southampton,7.8542,Budget,Unknown,,347464,0,0,Solo,No,,
"Olsson, Mr. Oscar Wilhelm",Mr,Yes,Third,Male,32,Young Adult,Southampton,7.7750,Budget,Unknown,,347079,0,0,Solo,Yes,A,
"Olsvigen, Mr. Thor Anderson",Mr,No,Third,Male,20,Young Adult,Southampton,9.2250,Budget,Unknown,,6563,0,0,Solo,No,,"Oslo, Norway Cameron, WI"
"Oreskovic, Miss. Jelka",Miss,No,Third,Female,23,Young Adult,Southampton,8.6625,Budget,Unknown,,315085,0,0,Solo,No,,
"Oreskovic, Miss. Marija",Miss,No,Third,Female,20,Young Adult,Southampton,8.6625,Budget,Unknown,,315096,0,0,Solo,No,,
"Oreskovic, Mr. Luka",Mr,No,Third,Male,20,Young Adult,Southampton,8.6625,Budget,Unknown,,315094,0,0,Solo,No,,
"Osen, Mr. Olaf Elon",Mr,No,Third,Male,16,Teen,Southampton,9.2167,Budget,Unknown,,7534,0,0,Solo,No,,
"Osman, Mrs. Mara",Mrs,Yes,Third,Female,31,Young Adult,Southampton,8.6833,Budget,Unknown,,349244,0,0,Solo,No,,
"O'Sullivan, Miss. Bridget Mary",Miss,No,Third,Female,,Unknown,Queenstown,7.6292,Budget,Unknown,,330909,0,0,Solo,No,,
"Palsson, Master. Gosta Leonard",Master,No,Third,Male,2,Child,Southampton,21.0750,Standard,Unknown,,349909,3,1,Large Family,No,,
"Palsson, Master. Paul Folke",Master,No,Third,Male,6,Child,Southampton,21.0750,Standard,Unknown,,349909,3,1,Large Family,No,,
"Palsson, Miss. Stina Viola",Miss,No,Third,Female,3,Child,Southampton,21.0750,Standard,Unknown,,349909,3,1,Large Family,No,,
"Palsson, Miss. Torborg Danira",Miss,No,Third,Female,8,Child,Southampton,21.0750,Standard,Unknown,,349909,3,1,Large Family,No,,
"Palsson, Mrs. Nils (Alma Cornelia Berglund)",Mrs,No,Third,Female,29,Young Adult,Southampton,21.0750,Standard,Unknown,,349909,0,4,Large Family,No,,
"Panula, Master. Eino Viljami",Master,No,Third,Male,1,Child,Southampton,39.6875,Premium,Unknown,,3101295,4,1,Large Family,No,,
"Panula, Master. Juha Niilo",Master,No,Third,Male,7,Child,Southampton,39.6875,Premium,Unknown,,3101295,4,1,Large Family,No,,
"Panula, Master. Urho Abraham",Master,No,Third,Male,2,Child,Southampton,39.6875,Premium,Unknown,,3101295,4,1,Large Family,No,,
"Panula, Mr. Ernesti Arvid",Mr,No,Third,Male,16,Teen,Southampton,39.6875,Premium,Unknown,,3101295,4,1,Large Family,No,,
"Panula, Mr. Jaako Arnold",Mr,No,Third,Male,14,Teen,Southampton,39.6875,Premium,Unknown,,3101295,4,1,Large Family,No,,
"Panula, Mrs. Juha (Maria Emilia Ojala)",Mrs,No,Third,Female,41,Middle Aged,Southampton,39.6875,Premium,Unknown,,3101295,0,5,Large Family,No,,
"Pasic, Mr. Jakob",Mr,No,Third,Male,21,Young Adult,Southampton,8.6625,Budget,Unknown,,315097,0,0,Solo,No,,
"Patchett, Mr. George",Mr,No,Third,Male,19,Teen,Southampton,14.5000,Standard,Unknown,,358585,0,0,Solo,No,,
"Paulner, Mr. Uscher",Mr,No,Third,Male,,Unknown,Cherbourg,8.7125,Budget,Unknown,,3411,0,0,Solo,No,,
"Pavlovic, Mr. Stefo",Mr,No,Third,Male,32,Young Adult,Southampton,7.8958,Budget,Unknown,,349242,0,0,Solo,No,,
"Peacock, Master. Alfred Edward",Master,No,Third,Male,0.75,Child,Southampton,13.7750,Standard,Unknown,,SOTON/O.Q. 3101315,1,1,Small Family,No,,
"Peacock, Miss. Treasteall",Miss,No,Third,Female,3,Child,Southampton,13.7750,Standard,Unknown,,SOTON/O.Q. 3101315,1,1,Small Family,No,,
"Peacock, Mrs. Benjamin (Edith Nile)",Mrs,No,Third,Female,26,Young Adult,Southampton,13.7750,Standard,Unknown,,SOTON/O.Q. 3101315,0,2,Small Family,No,,
"Pearce, Mr. Ernest",Mr,No,Third,Male,,Unknown,Southampton,7.0000,Budget,Unknown,,343271,0,0,Solo,No,,
"Pedersen, Mr. Olaf",Mr,No,Third,Male,,Unknown,Southampton,7.7750,Budget,Unknown,,345498,0,0,Solo,No,,
"Peduzzi, Mr. Joseph",Mr,No,Third,Male,,Unknown,Southampton,8.0500,Budget,Unknown,,A/5 2817,0,0,Solo,No,,
"Pekoniemi, Mr. Edvard",Mr,No,Third,Male,21,Young Adult,Southampton,7.9250,Budget,Unknown,,STON/O 2. 3101294,0,0,Solo,No,,
"Peltomaki, Mr. Nikolai Johannes",Mr,No,Third,Male,25,Young Adult,Southampton,7.9250,Budget,Unknown,,STON/O 2. 3101291,0,0,Solo,No,,
"Perkin, Mr. John Henry",Mr,No,Third,Male,22,Young Adult,Southampton,7.2500,Budget,Unknown,,A/5 21174,0,0,Solo,No,,
"Persson, Mr. Ernst Ulrik",Mr,Yes,Third,Male,25,Young Adult,Southampton,7.7750,Budget,Unknown,,347083,1,0,Small Family,Yes,15,
"Peter, Master. Michael J",Master,Yes,Third,Male,,Unknown,Cherbourg,22.3583,Standard,Unknown,,2668,1,1,Small Family,Yes,C,
"Peter, Miss. Anna",Miss,Yes,Third,Female,,Unknown,Cherbourg,22.3583,Standard,F,F E69,2668,1,1,Small Family,Yes,D,
"Peter, Mrs. Catherine (Catherine Rizk)",Mrs,Yes,Third,Female,,Unknown,Cherbourg,22.3583,Standard,Unknown,,2668,0,2,Small Family,Yes,D,
"Peters, Miss. Katie",Miss,No,Third,Female,,Unknown,Queenstown,8.1375,Budget,Unknown,,330935,0,0,Solo,No,,
"Petersen, Mr. Marius",Mr,No,Third,Male,24,Young Adult,Southampton,8.0500,Budget,Unknown,,342441,0,0,Solo,No,,
"Petranec, Miss. Matilda",Miss,No,Third,Female,28,Young Adult,Southampton,7.8958,Budget,Unknown,,349245,0,0,Solo,No,,
